title,description,status,year,jurisdiction,source,datePromulgated,yearEnded,learnMore,learnMoreLanguage,dateModified,countries,states,technologies,tags,policyType
Turkiye's Power Grid Investments by 2030,"<div>In March 2023, Turkiye announced its plan to invest $10 billion to build a green grid by 2030. The ministry illuminated the necessity of the grid's upgrades to accommodate the different clean energy installations. This includes a plan to increase the installed electricity capacity to 190 GW, of which 60 GW will be renewable energy, by 2035. <br><br>The ministry is in discussion with World Bank for their support on the scale-up plan with financial and technical assistance and in partnership with the ministry and key private sector. </div>",Announced,2023,National,International Energy Agency,2023-12-04,2030,https://enerji.gov.tr/news-detail?id=21221,,1750778178027,"[{""iso3"":""TUR"",""name"":""Republic of Turkiye""}]",[],"[""Other transmission and distribution technologies"",""Wind"",""Solar PV"",""Power transformation and distribution technologies"",""Transformers and substations"",""Wind offshore"",""Wind onshore""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Turkiye - Azerbaijan Interconnection Project,"<div>In 2023, the Ministry of Energy and Natural Resources of the Republic of Turkiye announced the plan of signing a electricity interconnection project with the Azerbaijani electricity power company AzerEnerji.  The cooperation will ease the energy supply challenges in the two countries and will allow them to share their know-hows. The project will also help Turkiye to meet its energy demand and achieve carbon emissions neutrality by 2053. </div>",Announced,2023,National,International Energy Agency,,,https://enerji.gov.tr/news-detail?id=21185,,1717449442053,"[{""iso3"":""TUR"",""name"":""Republic of Turkiye""},{""iso3"":""AZE"",""name"":""Azerbaijan""}]",[],"[""Power transformation and distribution technologies""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in electricity networks"",""category"":null}]"
Trade and Economic Partnership Agreement between India and the States of the European Free Trade Association,"<div>The Trade and Economic Partnership Agreement (TEPA) between India and the European Free Trade Association States (""EFTA""), involving Iceland, Liechtenstein, Norway and Switzerland), was signed on 10 March 2024. The agreement has yet to come into force.<br><br>It covers most industrial products across HS sectors 25 through 97 including most energy products and its constituents including but not limited to: </div><ul><li>Electric motors, turbines and generators; </li><li>Mechanical equipment including pumps, appliances, and other advanced machinery; </li><li>Electric accumulators, transformers, capacitors, batteries; </li><li>Motor vehicles; </li><li>Mineral ore, slag and ash; </li><li>Mineral fuels, oils and other products; </li><li>Metals and their articles e.g. iron and steel; </li><li>Semiconductors devices and photovoltaic cells; </li></ul><div><br>Rules of origins apply. Conditions for a good to qualify for the preferential tariff treatment include but are not limited to the following: </div><ul><li>For mineral ores, slag and ash, it requires i. manufacturing materials to undergo changes through production process and value of all the manufacturing materials used does not exceed 60 % of the ex-works price of the product</li><li>For most of the remaining products listed above, it requires that i. manufacturing from non-originating materials except the product itself or ii. value of all the manufacturing materials used does not exceed 50-60 % of the ex-works price of the product</li></ul>",Announced,2024,International,International Energy Agency,,,https://www.efta.int/trade-relations/free-trade-network/india,,1717582503462,"[{""iso3"":""IND"",""name"":""India""},{""iso3"":""ISL"",""name"":""Iceland""},{""iso3"":""NOR"",""name"":""Norway""},{""iso3"":""LIE"",""name"":""Liechtenstein""},{""iso3"":""CHE"",""name"":""Switzerland""}]",[],[],[],"[{""topic"":""Power"",""family"":""Trade policies"",""name"":""Preferential trade agreements"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Trade policies"",""name"":""Preferential trade agreements"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Trade policies"",""name"":""Preferential trade agreements"",""category"":""Batteries""},{""topic"":""Transport"",""family"":""Trade policies"",""name"":""Preferential trade agreements"",""category"":""Electric light-duty vehicles""}]"
Tunisia's Energy Transition fund budget 2024,"<div>As part of Tunisia's 2035 vision to increase renewables penetration in electricity production by 30%, the Ministry of Finance announced allocating a budget of 52 million Dinar for the Energy Transition fund. The budger will support the following activities:</div><ul><li>Financing energy efficiency projects</li><li>Attracting and incentivizing consumers connected to the low voltage network to install self consumption solar systems.</li><li>Financing other initiatives targeting control and monitoring of energy consumption in public mosques, public buildings, and public lighting system.</li><li>Financing initiatives for installation of solar system in public buildings.</li></ul>",Announced,2024,National,International Energy Agency,,,http://www.finances.gov.tn/sites/default/files/2023-10/rapport_budget_2024_1.pdf,,1750778178994,"[{""iso3"":""TUN"",""name"":""Tunisia""}]",[],"[""Electricity generation and CHP technologies""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Thailand-Sri Lanka FTA,"<div>On 3 February 2024, Thailand and Sri Lanka signed a Free Trade Agreement (FTA) aimed at expanding market opportunities. The negotiations covered key areas such as Trade in Goods, Investment, Customs Procedures, and Intellectual Property Rights. Both nations identified renewable energy as a significant investment opportunity. The agreement also includes the most energy sectors including ores, iron, steel, lithium-ion, and photovoltaic cells. <br><br>Rules of origin apply which qualify <br>- Good that is wholly obtained or produced entirely in the Party, <br>- Good produced from non-originating materials in the Party, provided that the qualifying value content of not less than 40 percent or (b) if all non-originating materials used in the production of the goods have undergone a change in tariff classification. </div>",Announced,2024,International,International Energy Agency,,,https://www.doc.gov.lk/index.php?option=com_content&view=article&id=305&Itemid=244&lang=en,,1716378266860,"[{""iso3"":""THA"",""name"":""Thailand""},{""iso3"":""LKA"",""name"":""Sri Lanka""}]",[],[],[],"[{""topic"":""Power"",""family"":""Trade policies"",""name"":""Preferential trade agreements"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Trade policies"",""name"":""Preferential trade agreements"",""category"":""Solar PVs""}]"
Jordan renewable energy spending ,"<div>In 2024, the kingdom of Jordan announced the new budget for the year 2024.The loocated budget for the development of the energy sector is approximated to be 24.790 million Dinar. The budget is expected to be fully acessible for 2024 and includes ,but not limited to, the following activities:</div><ul><li>Implementation of energy audit studies for enterprises : 600,000 Dinar</li><li>Mineral exploration activities: 1 million Dinar</li><li>Residential solar systems : 150,000 Dinar</li><li>Residential solar heating systems: 100,000 Dinar</li><li>Solar systems for mosques: 200,000 Dinar</li><li>On-grid and Off-grid solar plants: 2.5 million Dinar</li><li>Electricity access activities: 500,000 Dinar</li></ul><div><br></div>",Announced,2024,National,International Energy Agency,,,https://gbd.gov.jo/uploads/files/gbd/draft-min/2024/ar/2001.pdf,,1750778181504,"[{""iso3"":""JOR"",""name"":""Jordan""}]",[],"[""Solar PV""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Tunisia- Energy Budget 2024,"<div>In 2024, The Ministry of Finance of Tunisia announced the budget for Energy sector in 2024, which is evaluated to be 113.3 million Dirhum. The budget will be directed to development programs as follows:</div><ul><li>Supporting Renewable Energy, Energy Efficiency, and Monitoring Energy Consumption Programs : 1.3 million Dirham</li><li>Direct Input to the Energy Transition fund, which supports financing: self consumption solar systems; Energy consumption control in Mosques, local lighting systems, and public institutions ; installation of solar systems for public institutions : 52 million Dirham</li><li>Installation of solar systems for public institutions: 52 million Dirham</li><li>Energy Efficiency program for public Institutions: 8 million Dirham</li></ul><div>In fact, 60 million of this budget will be acquired through loans from the German Bank for Development.</div>",Announced,2024,National,International Energy Agency,,,http://www.finances.gov.tn/sites/default/files/2023-10/rapport_budget_2024_1.pdf,,1750778181604,"[{""iso3"":""TUN"",""name"":""Tunisia""}]",[],[],"[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Kuwait - Energy Budget 2024,"<div>The Ministry of Finance of Kuwait has announced the new budget for the 2024 year. The budget included the following sectors budgets:</div><ol><li> Fuels, Oils and Energy Sector:  2,717.076 million Kuwaiti Dinar</li></ol><ul><li> Fuel: 19.605 million Kuwaiti Dinar</li><li> Fuel for Operating Stations:  2,695.954 million Kuwaiti Dinar</li><li> Lubricating Oils and Grease:  1.261 million Kuwaiti Dinar</li><li> Gas:  0.256 million Kuwaiti Dinar</li></ul><div> 2.   Electricity:  84.743 million Kuwaiti Dinar<br> </div>",Announced,2024,National,International Energy Agency,,,https://www.mof.gov.kw/MofBudget/PDF/Budget24-23Eng.pdf,,1750778181732,"[{""iso3"":""KWT"",""name"":""Kuwait""}]",[],[],"[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in electricity networks"",""category"":null}]"
Oman - Energy Budget 2024,"<div>In 2024, The Ministry of Finance of Oman announced the 2024 budget for the different sectors. For the energy sector, the budget included the following:</div><ul><li>Supporting Investment Activities for the Electricity: 460 million Omani Rial</li><li>Supporting Investment Activities for the fossil fuel based products: 35 million Omani Rial</li><li>Projects for Oil and Gas production: 1.5 billion Omani Rial</li></ul>",Announced,2024,National,International Energy Agency,,,https://www.mof.gov.om/UploadsAll/YearlyBudget/1705994996147Yearly_buget_Ar_2024.pdf,,1750778181872,"[{""iso3"":""OMN"",""name"":""Oman""}]",[],"[""Electricity generation and CHP technologies"",""Fuel oil""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in electricity networks"",""category"":null}]"
Saudi Arabia - Energy Budget 2024,"<div>In 2024, The Budget of the Ministry of Energy of Saudi Arabia reached 1,149 million Saudi Riyal as reported by the Ministry. Furthermore, The Ministery of Finance reported in its annual budget report that 84 million Saudi Riyal will be allocated to the Economic Resources Sector, which has the Energy as a subsector. The following objectived were included for the Energy Sector in 2024:</div><ul><li>Supporting the construction of the first Nuclear Power Plant in the kingdom</li><li>Supporting Energy Consumption Monitoring Programs for new residential building to test the output of the energy efficiency activities performed.</li><li>Developing new Renewable Energy Projects (Wind Energy and Solar Energy) up to 20 MW</li><li>Launching new electronic platform for capacity building of professionals in the field of energy efficiency.</li></ul><div><br></div><div><br></div>",Announced,2024,National,International Energy Agency,,,https://www.mof.gov.sa/budget/2024/Documents/Bud-A%202024%20F.pdf,,1750778182035,"[{""iso3"":""SAU"",""name"":""Saudi Arabia""}]",[],"[""Wind onshore"",""Solar PV""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
